surface,reading,source_ref,commonness_tier
小児性愛,しょうにせいあい,wnja:00738270-n,wordnet
小児科医,しょうにかい,wnja:09828760-n,wordnet
小口現金,こぐちげんきん,wnja:13422411-n,wordnet
小手調べ,こてしらべ,wnja:05799212-n,wordnet
小料理屋,こりょうりや,wnja:04081281-n,wordnet
小競合い,こぜりあい,wnja:00959376-n,wordnet
小見出し,こみだし,wnja:06345320-n,wordnet
少年犯罪,しょうねんはんざい,wnja:00736219-n,wordnet
就業時間,しゅうぎょうじかん,wnja:15118100-n,wordnet
就職協定,しゅうしょくきょうてい,wnja:06527320-n,wordnet
尺骨神経,しゃっこつしんけい,wnja:05568767-n,wordnet
尿道下裂,にょうどうかれつ,wnja:14198997-n,wordnet
尿道球腺,にょうどうきゅうせん,wnja:05523629-n,wordnet
局外中立,きょくがいちゅうりつ,wnja:01240850-n,wordnet
局所麻酔,きょくしょますい,wnja:14027204-n,wordnet
屁っ放り,へっぴり,wnja:00839597-n,wordnet
山岳地帯,さんがくちたい,wnja:09403734-n,wordnet
山葵大根,わさびだいこん,wnja:11872973-n,wordnet
山高帽子,やまたかぼうし,wnja:02881757-n,wordnet
島国根性,しまぐにこんじょう,wnja:14415518-n,wordnet
州財務官,しゅうざいむかん,wnja:10652605-n,wordnet
巡査部長,じゅんさぶちょう,wnja:10449521-n,wordnet
左右対称,さゆうたいしょう,wnja:05065386-n,wordnet
差し替え,さしかえ,wnja:00197772-n,wordnet
差し止め,さしとめ,wnja:06542047-n,wordnet
巻きぞえ,まきぞえ,wnja:13936153-n,wordnet
市内通話,しないつうわ,wnja:06273986-n,wordnet
市場価格,しじょうかかく,wnja:13337322-n,wordnet
市外通話,しがいつうわ,wnja:06274292-n,wordnet
布教活動,ふきょうかつどう,wnja:00730984-n,wordnet
帝国主義,ていこくしゅぎ,wnja:06218308-n,wordnet
帝王切開,ていおうせっかい,wnja:00185778-n,wordnet
師範学校,しはんがっこう,wnja:08412620-n,wordnet
帯状疱疹,たいじょうほうしん,wnja:01339336-n,wordnet
常世の国,とこよのくに,wnja:08565506-n,wordnet
常緑植物,じょうりょくしょくぶつ,wnja:13099833-n,wordnet
平和部隊,へいわぶたい,wnja:08195636-n,wordnet
平均寿命,へいきんじゅみょう,wnja:15142025-n,wordnet
平手打ち,ひらてうち,wnja:01162784-n,wordnet
平板測量,へいばんそくりょう,wnja:03955615-n,wordnet
平衡感覚,へいこうかんかく,wnja:05659365-n,wordnet
幼児虐待,ようじぎゃくたい,wnja:00420218-n,wordnet
幽体離脱,ゆうたいりだつ,wnja:07287812-n,wordnet
度数分布,どすうぶんぷ,wnja:06025521-n,wordnet
廃棄処分,はいきしょぶん,wnja:01223257-n,wordnet
延び延び,のびのび,wnja:01066163-n,wordnet
引きつり,ひきつり,wnja:14360459-n,wordnet
引き剥ぎ,ひきはぎ,wnja:10175507-n,wordnet
引き続き,ひきつづき,wnja:15133488-n,wordnet
引っつれ,ひっつれ,wnja:04693900-n,wordnet
引っ込み,ひっこみ,wnja:07206302-n,wordnet
張り込み,はりこみ,wnja:00880893-n,wordnet
強迫観念,きょうはくかんねん,wnja:05700401-n,wordnet
当て付け,あてつけ,wnja:07238455-n,wordnet
当座凌ぎ,とうざしのぎ,wnja:00178551-n,wordnet
形成外科,けいせいげか,wnja:00690501-n,wordnet
形而上学,けいじじょうがく,wnja:06162653-n,wordnet
彫り物師,ほりものし,wnja:10058155-n,wordnet
彫刻具座,ちょうこくぐざ,wnja:09230646-n,wordnet
彫刻室座,ちょうこくしつざ,wnja:09426494-n,wordnet
往復切符,おうふくきっぷ,wnja:06519936-n,wordnet
後ろ押し,うしろおし,wnja:00112312-n,wordnet
御用聞き,ごようきき,wnja:10009276-n,wordnet
微分係数,びぶんけいすう,wnja:06014730-n,wordnet
心がまえ,こころがまえ,wnja:06193203-n,wordnet
心内膜炎,しんないまくえん,wnja:14339094-n,wordnet
心室細動,しんしつさいどう,wnja:14363139-n,wordnet
心拍停止,しんぱくていし,wnja:14024581-n,wordnet
心掛かり,こころがかり,wnja:05832264-n,wordnet
心理学者,しんりがくしゃ,wnja:10488865-n,wordnet
心理状態,しんりじょうたい,wnja:14373582-n,wordnet
心肺停止,しんぱいていし,wnja:14024581-n,wordnet
心臓発作,しんぞうほっさ,wnja:14112855-n,wordnet
心霊現象,しんれいげんしょう,wnja:07256375-n,wordnet
必要経費,ひつようけいひ,wnja:05145118-n,wordnet
必須条件,ひっすじょうけん,wnja:05893261-n,wordnet
忍び笑い,しのびわらい,wnja:07127563-n,wordnet
忍び返し,しのびがえし,wnja:04276404-n,wordnet
忘れん坊,わすれんぼう,wnja:10555825-n,wordnet
忘れ形見,わすれがたみ,wnja:03610270-n,wordnet
応用数学,おうようすうがく,wnja:06018022-n,wordnet
応用科学,おうようかがく,wnja:06125041-n,wordnet
忠義立て,ちゅうぎだて,wnja:01206153-n,wordnet
快楽主義,かいらくしゅぎ,wnja:09183971-n,wordnet
思惑違い,おもわくちがい,wnja:00072808-n,wordnet
思考回路,しこうかいろ,wnja:05773548-n,wordnet
急進主義,きゅうしんしゅぎ,wnja:06219875-n,wordnet
性染色体,せいせんしょくたい,wnja:05443651-n,wordnet
性格検査,せいかくけんさ,wnja:01007463-n,wordnet
性犯罪者,せいはんざいしゃ,wnja:10584973-n,wordnet
性的倒錯,せいてきとうさく,wnja:00737705-n,wordnet
性的興奮,せいてきこうふん,wnja:14037619-n,wordnet
恒温動物,こうおんどうぶつ,wnja:01315330-n,wordnet
悪性貧血,あくせいひんけつ,wnja:14167426-n,wordnet
悲観論者,ひかんろんしゃ,wnja:10419472-n,wordnet
情報工学,じょうほうこうがく,wnja:06128570-n,wordnet
情報科学,じょうほうかがく,wnja:06128570-n,wordnet
意気揚々,いきようよう,wnja:07527656-n,wordnet
意識不明,いしきふめい,wnja:05680193-n,wordnet
感覚器官,かんかくきかん,wnja:05299178-n,wordnet
慰安旅行,いあんりょこう,wnja:00311809-n,wordnet
憂さ晴し,うさばらし,wnja:00426928-n,wordnet
懲らしめ,こらしめ,wnja:01160342-n,wordnet
成人女性,せいじんじょせい,wnja:10787470-n,wordnet
成人男性,せいじんだんせい,wnja:10287213-n,wordnet
所有権者,しょゆうけんしゃ,wnja:10388924-n,wordnet
手あそび,てあそび,wnja:00430140-n,wordnet
手ぬかり,てぬかり,wnja:05706815-n,wordnet
手付け金,てつけきん,wnja:13349834-n,wordnet
手合わせ,てあわせ,wnja:07456188-n,wordnet
手向かい,てむかい,wnja:00202284-n,wordnet
手拭い地,てぬぐいじ,wnja:04459610-n,wordnet
払い渡し,はらいわたし,wnja:01120448-n,wordnet
扶養家族,ふようかぞく,wnja:10004804-n,wordnet
投げ遣り,なげやり,wnja:04665813-n,wordnet
抗不安薬,こうふあんやく,wnja:03771443-n,wordnet
抗炎症薬,こうえんしょうやく,wnja:02721538-n,wordnet
抗真菌薬,こうしんきんやく,wnja:02720201-n,wordnet
折り畳み,おりたたみ,wnja:13569226-n,wordnet
押しつけ,おしつけ,wnja:00156812-n,wordnet
押し売り,おしうり,wnja:05167412-n,wordnet
押し込み,おしこみ,wnja:03148324-n,wordnet
押し送り,おしおくり,wnja:00445685-n,wordnet
担い商い,にないあきない,wnja:01116968-n,wordnet
拡声装置,かくせいそうち,wnja:04018155-n,wordnet
持ち出し,もちだし,wnja:03105467-n,wordnet
持てなし,もてなし,wnja:01134861-n,wordnet
持て余し,もてあまし,wnja:05830059-n,wordnet
持株会社,もちかぶがいしゃ,wnja:08185369-n,wordnet
振幅変調,しんぷくへんちょう,wnja:06281594-n,wordnet
捕りもの,とりもの,wnja:09977660-n,wordnet
据え付け,すえつけ,wnja:00240938-n,wordnet
掃き溜め,はきだめ,wnja:08560027-n,wordnet
掛り合い,かかりあい,wnja:00031921-n,wordnet
掻っ払い,かっぱらい,wnja:10615929-n,wordnet
提出期限,ていしゅつきげん,wnja:15180082-n,wordnet
揺さぶり,ゆさぶり,wnja:00335988-n,wordnet
揺らめき,ゆらめき,wnja:00348571-n,wordnet
損害賠償,そんがいばいしょう,wnja:14529408-n,wordnet
撃ち合い,うちあい,wnja:00124617-n,wordnet
支払い人,しはらいにん,wnja:10032342-n,wordnet
支払期限,しはらいきげん,wnja:15153225-n,wordnet
支払金額,しはらいきんがく,wnja:13278375-n,wordnet
支配階級,しはいかいきゅう,wnja:08387806-n,wordnet
放射化学,ほうしゃかがく,wnja:06090540-n,wordnet
放送番組,ほうそうばんぐみ,wnja:06619428-n,wordnet
政治献金,せいじけんきん,wnja:13270906-n,wordnet
散りぢり,ちりじり,wnja:05087297-n,wordnet
文芸評論,ぶんげいひょうろん,wnja:06374587-n,wordnet
斜子織り,ななこおり,wnja:02802990-n,wordnet
断り書き,ことわりがき,wnja:06755947-n,wordnet
旋毛曲り,つむじまがり,wnja:09974496-n,wordnet
旋毛虫症,せんもうちゅうしょう,wnja:14350536-n,wordnet
既約分数,きやくぶんすう,wnja:13732295-n,wordnet
日本晴れ,にほんばれ,wnja:11456462-n,wordnet
明け渡し,あけわたし,wnja:00213343-n,wordnet
明りとり,あかりとり,wnja:04232800-n,wordnet
明り障子,あかりしょうじ,wnja:04201297-n,wordnet
映像編集,えいぞうへんしゅう,wnja:00945205-n,wordnet
時代錯誤,じだいさくご,wnja:09606873-n,wordnet
景気後退,けいきこうたい,wnja:14013368-n,wordnet
暴れん坊,あばれんぼう,wnja:09879297-n,wordnet
暴力団員,ぼうりょくだんいん,wnja:10120085-n,wordnet
書き物机,かきものづくえ,wnja:04608329-n,wordnet
書き直し,かきなおし,wnja:06364149-n,wordnet
最大限度,さいだいげんど,wnja:05124928-n,wordnet
最小限度,さいしょうげんど,wnja:13763384-n,wordnet
最終期限,さいしゅうきげん,wnja:15268857-n,wordnet
最高限度,さいこうげんど,wnja:05124928-n,wordnet
月下美人,げっかびじん,wnja:11844892-n,wordnet
有効数字,ゆうこうすうじ,wnja:13742011-n,wordnet
有効期間,ゆうこうきかん,wnja:15141894-n,wordnet
有機体説,ゆうきたいせつ,wnja:05994706-n,wordnet
有機化学,ゆうきかがく,wnja:06088995-n,wordnet
有色人種,ゆうしょくじんしゅ,wnja:07968354-n,wordnet
有象無象,うぞうむぞう,wnja:08183046-n,wordnet
有限責任,ゆうげんせきにん,wnja:13397018-n,wordnet
朝ぼらけ,あさぼらけ,wnja:15168790-n,wordnet
木登り魚,きのぼりうお,wnja:02556373-n,wordnet
木綿付け,ゆうつけ,wnja:01791625-n,wordnet
未婚男性,みこんだんせい,wnja:09829923-n,wordnet
条件反射,じょうけんはんしゃ,wnja:00864226-n,wordnet
杭打ち機,くいうちき,wnja:03936466-n,wordnet
板ガラス,いたがらす,wnja:03961070-n,wordnet
枕カバー,まくらかばー,wnja:02975412-n,wordnet
柔らかみ,やわらかみ,wnja:04938228-n,wordnet
株価指数,かぶかしすう,wnja:06641924-n,wordnet
株式分割,かぶしきぶんかつ,wnja:00439043-n,wordnet
株式市場,かぶしきしじょう,wnja:04323026-n,wordnet
根本主義,こんぽんしゅぎ,wnja:06231328-n,wordnet
桂冠詩人,けいかんしじん,wnja:10447359-n,wordnet
棒手振り,ぼてふり,wnja:10411551-n,wordnet
棘皮動物,きょくひどうぶつ,wnja:02316392-n,wordnet
棚卸資産,たなおろししさん,wnja:04321534-n,wordnet
森林地帯,しんりんちたい,wnja:09284015-n,wordnet
極楽浄土,ごくらくじょうど,wnja:05627785-n,wordnet
極超短波,ごくちょうたんぱ,wnja:05057805-n,wordnet
楽天主義,らくてんしゅぎ,wnja:05211793-n,wordnet
標本抽出,ひょうほんちゅうしゅつ,wnja:00161888-n,wordnet
標準偏差,ひょうじゅんへんさ,wnja:06025172-n,wordnet
権限委譲,けんげんいじょう,wnja:01141160-n,wordnet
機械工学,きかいこうがく,wnja:06134716-n,wordnet
機械翻訳,きかいほんやく,wnja:06133503-n,wordnet
機能不全,きのうふぜん,wnja:07318476-n,wordnet
機能主義,きのうしゅぎ,wnja:05962043-n,wordnet
欲求不満,よっきゅうふまん,wnja:07518663-n,wordnet
正三角形,せいさんかっけい,wnja:13879947-n,wordnet
正六面体,せいろくめんたい,wnja:03144592-n,wordnet
正多角形,せいたかっけい,wnja:13867133-n,wordnet
歯槽膿漏,しそうのうろう,wnja:14080836-n,wordnet
歯科医師,しかいし,wnja:10004282-n,wordnet
殴り合い,なぐりあい,wnja:01172441-n,wordnet
殴り込み,なぐりこみ,wnja:00777324-n,wordnet
殿様蝗虫,とのさまばった,wnja:02227247-n,wordnet
母ちゃん,かあちゃん,wnja:10278128-n,wordnet
比較文学,ひかくぶんがく,wnja:06169667-n,wordnet
民族主義,みんぞくしゅぎ,wnja:05965195-n,wordnet
民族学者,みんぞくがくしゃ,wnja:10065758-n,wordnet
民族音楽,みんぞくおんがく,wnja:07060167-n,wordnet
民本主義,みんぽんしゅぎ,wnja:06217103-n,wordnet
民間伝承,みんかんでんしょう,wnja:05985602-n,wordnet
民間防衛,みんかんぼうえい,wnja:00960688-n,wordnet
気象衛星,きしょうえいせい,wnja:04567593-n,wordnet
気違い水,きちがいみず,wnja:03581634-n,wordnet
水中翼船,すいちゅうよくせん,wnja:03552749-n,wordnet
水先案内,みずさきあんない,wnja:00609506-n,wordnet
水車小屋,すいしゃごや,wnja:04561422-n,wordnet
水酸化物,すいさんかぶつ,wnja:14914670-n,wordnet
永年勤続,えいねんきんぞく,wnja:05051734-n,wordnet
決選投票,けっせんとうひょう,wnja:00183357-n,wordnet
油絵の具,あぶらえのぐ,wnja:03843092-n,wordnet
治安部隊,ちあんぶたい,wnja:08210982-n,wordnet
泌尿器科,ひにょうきか,wnja:06065208-n,wordnet
法定代理,ほうていだいり,wnja:14000820-n,wordnet
法定休日,ほうていきゅうじつ,wnja:15199592-n,wordnet
波動力学,はどうりきがく,wnja:06107850-n,wordnet
泥絵の具,どろえのぐ,wnja:03072682-n,wordnet
注意喚起,ちゅういかんき,wnja:07225577-n,wordnet
洋服箪笥,ようふくだんす,wnja:03015254-n,wordnet
洒落っ気,しゃれっけ,wnja:04650201-n,wordnet
洗い濯ぎ,あらいすすぎ,wnja:00251013-n,wordnet
洟垂らし,はなたらし,wnja:09981834-n,wordnet
活動写真,かつどうしゃしん,wnja:06262567-n,wordnet
流体力学,りゅうたいりきがく,wnja:06113009-n,wordnet
流動資産,りゅうどうしさん,wnja:13333047-n,wordnet
流域面積,りゅういきめんせき,wnja:08518940-n,wordnet
流星物質,りゅうせいぶっしつ,wnja:09353109-n,wordnet
流行り物,はやりもの,wnja:03323593-n,wordnet
流行風邪,はやりかぜ,wnja:14122497-n,wordnet
海上封鎖,かいじょうふうさ,wnja:01074970-n,wordnet
海千山千,うみせんやません,wnja:05613962-n,wordnet
海綿動物,かいめんどうぶつ,wnja:01906552-n,wordnet
海軍工廠,かいぐんこうしょう,wnja:03813704-n,wordnet
消防署長,しょうぼうしょちょう,wnja:10091349-n,wordnet
渡り廊下,わたりろうか,wnja:00318035-n,wordnet
渦巻銀河,うずまきぎんが,wnja:08271457-n,wordnet
温熱療法,おんねつりょうほう,wnja:00707537-n,wordnet
源泉課税,げんせんかぜい,wnja:13311368-n,wordnet
滅茶苦茶,めちゃくちゃ,wnja:13976322-n,wordnet
漫画雑誌,まんがざっし,wnja:06596364-n,wordnet
火災警報,かさいけいほう,wnja:07265276-n,wordnet
為替手形,かわせてがた,wnja:13377268-n,wordnet
烏帽子貝,えぼしがい,wnja:01999186-n,wordnet
無声映画,むせいえいが,wnja:06617752-n,wordnet
無機化学,むきかがく,wnja:06089314-n,wordnet
無理強い,むりつよい,wnja:00784388-n,wordnet
無神論者,むしんろんしゃ,wnja:09625789-n,wordnet
焼きごて,やきごて,wnja:04161010-n,wordnet
焼き直し,やきなおし,wnja:06635759-n,wordnet
焼け焦げ,やけこげ,wnja:04695504-n,wordnet
照り返し,てりかえし,wnja:11503060-n,wordnet
熱交換器,ねつこうかんき,wnja:03508485-n,wordnet
熱帯医学,ねったいいがく,wnja:06065020-n,wordnet
父ちゃん,とうちゃん,wnja:09988063-n,wordnet
物々交換,ぶつぶつこうかん,wnja:01109687-n,wordnet
物価指数,ぶっかしすう,wnja:06641181-n,wordnet
物理化学,ぶつりかがく,wnja:06089447-n,wordnet
物理学者,ぶつりがくしゃ,wnja:10428004-n,wordnet
物理療法,ぶつりりょうほう,wnja:00700000-n,wordnet
特殊効果,とくしゅこうか,wnja:05917994-n,wordnet
特許侵害,とっきょしんがい,wnja:00771604-n,wordnet
犯罪行為,はんざいこうい,wnja:00735936-n,wordnet
独り占い,ひとりうらない,wnja:00495524-n,wordnet
独立独歩,どくりつどっぽ,wnja:14001031-n,wordnet
独裁政治,どくさいせいじ,wnja:08440630-n,wordnet
猫かぶり,ねこかぶり,wnja:10195593-n,wordnet
猶予期間,ゆうよきかん,wnja:15272382-n,wordnet
猿ぐつわ,さるぐつわ,wnja:03410740-n,wordnet
王政復古,おうせいふっこ,wnja:01307606-n,wordnet
現実主義,げんじつしゅぎ,wnja:05151869-n,wordnet
理想主義,りそうしゅぎ,wnja:04870643-n,wordnet
生き写し,いきうつし,wnja:04747616-n,wordnet
生みの親,うみのおや,wnja:10107303-n,wordnet
生データ,なまでーた,wnja:08462858-n,wordnet
生体工学,せいたいこうがく,wnja:06126336-n,wordnet
生命科学,せいめいかがく,wnja:06037298-n,wordnet
生活様式,せいかつようしき,wnja:04930632-n,wordnet
生物兵器,せいぶつへいき,wnja:02842303-n,wordnet
生物工学,せいぶつこうがく,wnja:06126523-n,wordnet
甲状腺炎,こうじょうせんえん,wnja:14357160-n,wordnet
界面化学,かいめんかがく,wnja:06090678-n,wordnet
異国情緒,いこくじょうちょ,wnja:04799612-n,wordnet
疑似科学,ぎじかがく,wnja:05778954-n,wordnet
痩せぎす,やせぎす,wnja:05001867-n,wordnet
登録商標,とうろくしょうひょう,wnja:06851742-n,wordnet
百万長者,ひゃくまんちょうじゃ,wnja:10318607-n,wordnet
百科全書,ひゃっかぜんしょ,wnja:06427387-n,wordnet
百鬼夜行,ひゃっきやこう,wnja:07325102-n,wordnet
皇后陛下,こうごうへいか,wnja:10499857-n,wordnet
皮膚科医,ひふかい,wnja:10006177-n,wordnet
皮膚科学,ひふかがく,wnja:06049500-n,wordnet
皺伸ばし,しわのばし,wnja:00426928-n,wordnet
目鼻立ち,めはなだち,wnja:05601758-n,wordnet
相互参照,そうごさんしょう,wnja:06764867-n,wordnet
相加平均,そうかへいきん,wnja:06024230-n,wordnet
相関係数,そうかんけいすう,wnja:06032246-n,wordnet
眼筋麻痺,がんきんまひ,wnja:14351219-n,wordnet
瞬間移動,しゅんかんいどう,wnja:01254473-n,wordnet
短機関銃,たんきかんじゅう,wnja:04347519-n,wordnet
研修期間,けんしゅうきかん,wnja:00599064-n,wordnet
硫化水素,りゅうかすいそ,wnja:14913518-n,wordnet
硫化鉄鉱,りゅうかてっこう,wnja:14692844-n,wordnet
礼儀作法,れいぎさほう,wnja:06664845-n,wordnet
社会福祉,しゃかいふくし,wnja:01086945-n,wordnet
社会科学,しゃかいかがく,wnja:06143154-n,wordnet
神がかり,かみがかり,wnja:10055181-n,wordnet
神秘主義,しんぴしゅぎ,wnja:05948857-n,wordnet
禁止命令,きんしめいれい,wnja:06542830-n,wordnet
私立学校,しりつがっこう,wnja:08411170-n,wordnet
科学小説,かがくしょうせつ,wnja:06368628-n,wordnet
移動電話,いどうでんわ,wnja:02992529-n,wordnet
税額控除,ぜいがくこうじょ,wnja:13378968-n,wordnet
積みわら,つみわら,wnja:07963208-n,wordnet
積み替え,つみかえ,wnja:00061453-n,wordnet
空威張り,からいばり,wnja:06889591-n,wordnet
空気力学,くうきりきがく,wnja:06114351-n,wordnet
突っかい,つっかい,wnja:01017320-n,wordnet
突っ掛け,つっかけ,wnja:04241249-n,wordnet
突っ込み,つっこみ,wnja:00974762-n,wordnet
立ち位置,たちいち,wnja:08624385-n,wordnet
立ち泳ぎ,たちおよぎ,wnja:00575214-n,wordnet
立ち直り,たちなおり,wnja:07419792-n,wordnet
立て役者,たてやくしゃ,wnja:09762509-n,wordnet
立候補者,りっこうほしゃ,wnja:09889691-n,wordnet
競争相手,きょうそうあいて,wnja:10379620-n,wordnet
第一人者,だいいちにんしゃ,wnja:10235024-n,wordnet
筋肉注射,きんにくちゅうしゃ,wnja:00323056-n,wordnet
管弦楽団,かんげんがくだん,wnja:08248157-n,wordnet
粉砕骨折,ふんさいこっせつ,wnja:14292571-n,wordnet
精神分析,せいしんぶんせき,wnja:00704305-n,wordnet
精神医学,せいしんいがく,wnja:06055946-n,wordnet
精神療法,せいしんりょうほう,wnja:06056923-n,wordnet
精神科医,せいしんかい,wnja:10488016-n,wordnet
細胞分裂,さいぼうぶんれつ,wnja:13444703-n,wordnet
終身保険,しゅうしんほけん,wnja:13347947-n,wordnet
組み入れ,くみいれ,wnja:05075602-n,wordnet
結婚休暇,けっこんきゅうか,wnja:15138903-n,wordnet
結婚指輪,けっこんゆびわ,wnja:04569338-n,wordnet
結果責任,けっかせきにん,wnja:04669828-n,wordnet
統計力学,とうけいりきがく,wnja:06111728-n,wordnet
絶対主義,ぜったいしゅぎ,wnja:06213688-n,wordnet
絶対多数,ぜったいたすう,wnja:13581067-n,wordnet
絶対温度,ぜったいおんど,wnja:05013095-n,wordnet
絶対等級,ぜったいとうきゅう,wnja:05090979-n,wordnet
絶対評価,ぜったいひょうか,wnja:13853002-n,wordnet
絶対零度,ぜったいれいど,wnja:05013204-n,wordnet
絶対音感,ぜったいおんかん,wnja:05658106-n,wordnet
継ぎ足し,つぎたし,wnja:13253423-n,wordnet
継続期間,けいぞくきかん,wnja:05051249-n,wordnet
続き合い,つづきあい,wnja:13780719-n,wordnet
総合大学,そうごうだいがく,wnja:08286569-n,wordnet
総支配人,そうしはいにん,wnja:10125697-n,wordnet
緩衝地帯,かんしょうちたい,wnja:08611218-n,wordnet
置き換え,おきかえ,wnja:00197772-n,wordnet
美味しさ,おいしさ,wnja:04995421-n,wordnet
美術監督,びじゅつかんとく,wnja:09811112-n,wordnet
老いらく,おいらく,wnja:15153787-n,wordnet
老齢年金,ろうれいねんきん,wnja:13384341-n,wordnet
考え違い,かんがえちがい,wnja:05895723-n,wordnet
耳下腺炎,じかせんえん,wnja:14138178-n,wordnet
耳鼻科医,じびかい,wnja:10059323-n,wordnet
聞き分け,ききわけ,wnja:05748054-n,wordnet
職業教育,しょくぎょうきょういく,wnja:05757902-n,wordnet
職業訓練,しょくぎょうくんれん,wnja:00401314-n,wordnet
肝細胞癌,かんさいぼうがん,wnja:14251174-n,wordnet
肝臓がん,かんぞうがん,wnja:14131651-n,wordnet
肺動脈弁,はいどうみゃくべん,wnja:05394707-n,wordnet
肺塞栓症,はいそくせんしょう,wnja:14101801-n,wordnet
肺炎球菌,はいえんきゅうきん,wnja:01380754-n,wordnet
脳下垂体,のうかすいたい,wnja:05483890-n,wordnet
脳動脈瘤,のうどうみゃくりゅう,wnja:14107653-n,wordnet
脳性麻痺,のうせいまひ,wnja:14094653-n,wordnet
脳脊髄炎,のうせきずいえん,wnja:14342533-n,wordnet
腔腸動物,こうちょうどうぶつ,wnja:01909422-n,wordnet
自分自身,じぶんじしん,wnja:09604981-n,wordnet
自家発電,じかはつでん,wnja:00855674-n,wordnet
自己保存,じこほぞん,wnja:00819958-n,wordnet
自己制御,じこせいぎょ,wnja:01069578-n,wordnet
自己実現,じこじつげん,wnja:00062671-n,wordnet
自己弁護,じこべんご,wnja:06741305-n,wordnet
自己抑制,じこよくせい,wnja:01069578-n,wordnet
自己抗体,じここうたい,wnja:15027618-n,wordnet
自己暗示,じこあんじ,wnja:00158805-n,wordnet
自己本位,じこほんい,wnja:04887497-n,wordnet
自己株式,じこかぶしき,wnja:13419951-n,wordnet
自己欺瞞,じこぎまん,wnja:05895588-n,wordnet
自己陶酔,じことうすい,wnja:04835260-n,wordnet
自然主義,しぜんしゅぎ,wnja:05973372-n,wordnet
自然免疫,しぜんめんえき,wnja:14528571-n,wordnet
自然哲学,しぜんてつがく,wnja:06090869-n,wordnet
自由主義,じゆうしゅぎ,wnja:05995576-n,wordnet
自由恋愛,じゆうれんあい,wnja:00848282-n,wordnet
自由時間,じゆうじかん,wnja:01065687-n,wordnet
自由裁量,じゆうさいりょう,wnja:05198756-n,wordnet
自由貿易,じゆうぼうえき,wnja:01092643-n,wordnet
航空工学,こうくうこうがく,wnja:00949948-n,wordnet
航空運賃,こうくううんちん,wnja:13308336-n,wordnet
航空郵便,こうくうゆうびん,wnja:06264812-n,wordnet
船荷証券,ふなにしょうけん,wnja:06520742-n,wordnet
色変わり,いろがわり,wnja:04695176-n,wordnet
芝居好き,しばいずき,wnja:10440717-n,wordnet
若者文化,わかものぶんか,wnja:08289089-n,wordnet
苦肉の策,くにくのさく,wnja:00178972-n,wordnet
荒くれ者,あらくれもの,wnja:09879297-n,wordnet
菜食主義,さいしょくしゅぎ,wnja:07564971-n,wordnet
落とし卵,おとしたまご,wnja:07842202-n,wordnet
薬物乱用,やくぶつらんよう,wnja:00947923-n,wordnet
薬物療法,やくぶつりょうほう,wnja:00664110-n,wordnet
蛍光染料,けいこうせんりょう,wnja:14987695-n,wordnet
蜻蛉返り,とんぼがえり,wnja:00439484-n,wordnet
血の巡り,ちのめぐり,wnja:11439031-n,wordnet
血液内科,けつえきないか,wnja:06051134-n,wordnet
行儀作法,ぎょうぎさほう,wnja:04898087-n,wordnet
行動変容,こうどうへんよう,wnja:00700979-n,wordnet
行動指針,こうどうししん,wnja:06655388-n,wordnet
行動様式,こうどうようしき,wnja:00038262-n,wordnet
行動規範,こうどうきはん,wnja:05668095-n,wordnet
行動計画,こうどうけいかく,wnja:05902545-n,wordnet
行政官庁,ぎょうせいかんちょう,wnja:08337324-n,wordnet
表意文字,ひょういもじ,wnja:06362441-n,wordnet
表現主義,ひょうげんしゅぎ,wnja:08467258-n,wordnet
表面張力,ひょうめんちょうりょく,wnja:11517999-n,wordnet
表音文字,ひょうおんもじ,wnja:06821889-n,wordnet
被保護国,ひほごこく,wnja:08627316-n,wordnet
被子植物,ひししょくぶつ,wnja:11665372-n,wordnet
被演算子,ひえんざんし,wnja:05857346-n,wordnet
被雇用者,ひこようしゃ,wnja:10053808-n,wordnet
裁定取引,さいていとりひき,wnja:01093965-n,wordnet
裸子植物,らししょくぶつ,wnja:11595312-n,wordnet
複合材料,ふくごうざいりょう,wnja:14817783-n,wordnet
複式簿記,ふくしきぼき,wnja:00619578-n,wordnet
西洋酸塊,せいようすぐり,wnja:07744430-n,wordnet
見せしめ,みせしめ,wnja:06672752-n,wordnet
規範文法,きはんぶんぽう,wnja:06175967-n,wordnet
視床下部,ししょうかぶ,wnja:05499379-n,wordnet
視線速度,しせんそくど,wnja:15284158-n,wordnet
親代わり,おやがわり,wnja:01131993-n,wordnet
親族関係,しんぞくかんけい,wnja:13812607-n,wordnet
角運動量,かくうんどうりょう,wnja:05029327-n,wordnet
解決手段,かいけつしゅだん,wnja:05661668-n,wordnet
言いつけ,いいつけ,wnja:07168131-n,wordnet
言い直し,いいなおし,wnja:06768901-n,wordnet
言葉付き,ことばつき,wnja:07081739-n,wordnet
言語学者,げんごがくしゃ,wnja:10264437-n,wordnet
言語障害,げんごしょうがい,wnja:14400677-n,wordnet
設備投資,せつびとうし,wnja:13278275-n,wordnet
証券市場,しょうけんしじょう,wnja:04323026-n,wordnet
証拠開示,しょうこかいじ,wnja:07214642-n,wordnet
評価制度,ひょうかせいど,wnja:05733221-n,wordnet
試合結果,しあいけっか,wnja:07293546-n,wordnet
試合運び,しあいはこび,wnja:00557588-n,wordnet
誇大妄想,こだいもうそう,wnja:14377177-n,wordnet
認知科学,にんちかがく,wnja:06142861-n,wordnet
